channel,unit,samples_sampled,mean,std,rms,p005,p995,max_abs,flat_fraction,clipped_fraction,file,patient_id
EEG P4,uV,20480,-34.77786865234375,424.17546022325905,425.5987796077584,-4076.0,822.5324999999993,4081.625,0.00869183065579374,0.0,PN05\PN05-3.edf,PN05
EEG O2,uV,20480,2.77786865234375,46.06201415108357,46.14570079546194,-165.101875,158.85187499999984,432.875,0.0017090678255774208,0.0,PN05\PN05-3.edf,PN05
EEG F8,uV,20480,-0.99884033203125,52.20585055130366,52.21540494714127,-201.1775,194.57874999999967,624.125,0.0015137457883685726,0.0,PN05\PN05-3.edf,PN05
EEG T4,uV,20480,0.90224609375,45.63072591714994,45.63964500015032,-153.325625,164.0262499999999,656.875,0.0014160847697641487,0.0,PN05\PN05-3.edf,PN05
EEG T6,uV,20480,2.861224365234375,47.1726118175024,47.259305015552,-170.983125,161.55249999999978,451.375,0.0011231017139508765,0.0,PN05\PN05-3.edf,PN05
EEG Fc2,uV,20480,7.9253173828125,280.20422855139145,280.3162862797999,-1215.71875,1289.1806249999995,4077.375,0.0007324576395331804,0.0,PN05\PN05-3.edf,PN05
EEG Fc6,uV,20480,2.500677490234375,47.350811232117145,47.4167977856978,-179.075625,158.47687499999984,471.75,0.0016114068069729968,0.0,PN05\PN05-3.edf,PN05
EEG Cp2,uV,20480,5.759466552734375,39.74812826429686,40.163231387514884,-115.0,173.97687499999984,464.375,0.0023438644465061773,0.0,PN05\PN05-3.edf,PN05
EEG Cp6,uV,20480,-1.518328857421875,42.23164298136269,42.25892794930511,-127.27625,161.20062499999995,472.875,0.0013672542604619366,0.0,PN05\PN05-3.edf,PN05
EEG F10,uV,20480,1.34794921875,44.95050640637771,44.970712617059256,-140.200625,165.70374999999967,487.375,0.0012207627325553005,0.0,PN05\PN05-3.edf,PN05
EKG EKG,uV,20480,31870.287495716195,4668.124847206569,32210.34949591065,20709.52603646909,39863.5269947357,39970.27700007637,0.5190194833732116,0.0,PN05\PN05-3.edf,PN05
SPO2,%,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN05\PN05-3.edf,PN05
HR,bpm,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN05\PN05-3.edf,PN05
1,uV,20480,-7.681103515625,191.34144769653793,191.49555858511368,-505.3025,972.700625,1645.0,0.0009766101860442405,0.0,PN05\PN05-3.edf,PN05
2,uV,20480,38.39210815429688,250.294903610972,253.22222007982828,-311.38437500000003,2406.396874999998,2757.625,0.0015137457883685726,0.0,PN05\PN05-3.edf,PN05
EEG FP2,uV,20480,-1.2246337890625,53.63186913534574,53.6458489994162,-194.450625,225.47999999999956,449.5,0.002099711899995117,0.0,PN05\PN05-3.edf,PN05
EEG P9,uV,20480,4.854547119140625,235.02839181150784,235.07852216915862,-642.450625,601.9599999999991,1034.75,0.0007324576395331804,0.0,PN05\PN05-3.edf,PN05
EEG P10,uV,20480,4.495623779296875,237.33303815649765,237.37561297184374,-651.90125,608.1343749999992,1043.375,0.0006836271302309683,0.0,PN05\PN05-3.edf,PN05
MK,uV,20480,8.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,PN05\PN05-3.edf,PN05
EEG Fp1,uV,20480,5.731231689453125,45.49871164782145,45.85825747114466,-102.40125,245.47687499999984,380.125,0.008545339127887104,0.0,PN05\PN05-4.edf,PN05
EEG F3,uV,20480,5.94774169921875,18.01979761726439,18.97600425505309,-43.75,77.45062499999995,134.75,0.012207627325553005,0.0,PN05\PN05-4.edf,PN05
EEG C3,uV,20480,0.856640625,128.21673146000813,128.21959311840075,-657.680625,547.7037499999997,1990.375,0.0041505932906880216,0.0,PN05\PN05-4.edf,PN05
EEG P3,uV,20480,4.25421142578125,37.499310039560626,37.739853845746936,-188.9275,106.45062499999995,1606.875,0.015088627374383514,0.0,PN05\PN05-4.edf,PN05
EEG O1,uV,20480,11.62222900390625,49.51978450647945,50.86536409569288,-175.25,265.4043749999996,719.375,0.007129254358122956,0.0,PN05\PN05-4.edf,PN05
EEG F7,uV,20480,6.939703369140625,22.50923434562617,23.55472593086106,-51.375,92.32562499999995,271.25,0.011865813760437521,0.0,PN05\PN05-4.edf,PN05
EEG T3,uV,20480,3.087744140625,18.621143422525652,18.87541115420362,-46.825625,62.075624999999945,132.375,0.009277796767420285,0.0,PN05\PN05-4.edf,PN05
EEG T5,uV,20480,7.456195068359375,82.1302555342867,82.46801633981903,-303.680625,507.10187499999984,971.625,0.005029542458127838,0.0,PN05\PN05-4.edf,PN05
EEG Fc1,uV,20480,5.121051025390625,26.15323153249646,26.649890866512408,-55.154375,74.55249999999978,1355.25,0.015528101958103424,0.0,PN05\PN05-4.edf,PN05
EEG Fc5,uV,20480,1.50826416015625,18.025522331523778,18.088513374544473,-59.779375,54.0,324.0,0.013086576492992823,0.0,PN05\PN05-4.edf,PN05
EEG Cp1,uV,20480,11.895245361328126,269.4638217879544,269.72624661826404,-1303.706875,1442.1518749999955,4096.0,0.0031251525953415694,0.000146484375,PN05\PN05-4.edf,PN05
EEG Cp5,uV,20480,2.868896484375,17.071403068081935,17.310787669859987,-45.700625,63.875,131.0,0.01040089848137116,0.0,PN05\PN05-4.edf,PN05
EEG F9,uV,20480,6.788519287109375,24.52490441910487,25.4471006379447,-56.825625,90.60187499999984,326.75,0.008887152693002588,0.0,PN05\PN05-4.edf,PN05
EEG Fz,uV,20480,-11.47999267578125,557.6905581746571,557.808702790658,-2981.72375,2788.459999999999,4096.0,0.0023438644465061773,0.000146484375,PN05\PN05-4.edf,PN05
EEG Cz,uV,20480,-2.371588134765625,6.535451123319542,6.952449328564701,-21.25,21.02624999999989,37.875,0.038478441330143075,0.0,PN05\PN05-4.edf,PN05
EEG Pz,uV,20480,5.443426513671875,25.25424403357761,25.834235694466294,-107.700625,85.60187499999984,621.375,0.07226915376727379,0.0,PN05\PN05-4.edf,PN05
EEG F4,uV,20480,2.835223388671875,27.385807878343854,27.532180531393305,-89.0,124.02624999999989,393.75,0.01132867815811319,0.0,PN05\PN05-4.edf,PN05
EEG C4,uV,20480,3.7718505859375,15.90401852764807,16.34517244235772,-51.9275,72.5,287.875,0.018750915572049418,0.0,PN05\PN05-4.edf,PN05
EEG P4,uV,20480,2.804681396484375,10.461940411330028,10.831363483237272,-27.75,33.575624999999945,69.75,0.020362322379022413,0.0,PN05\PN05-4.edf,PN05
EEG O2,uV,20480,16.126239013671874,136.43528526137328,137.38501610102307,-570.351875,477.38124999999945,2245.875,0.007031593339518531,0.0,PN05\PN05-4.edf,PN05
EEG F8,uV,20480,2.557012939453125,29.869173850163445,29.978423268474586,-108.40125,101.12812499999973,315.0,0.010547390009277798,0.0,PN05\PN05-4.edf,PN05
EEG T4,uV,20480,6.65975341796875,26.343821199075975,27.172582338766247,-98.825625,81.55249999999978,301.375,0.008057034034864984,0.0,PN05\PN05-4.edf,PN05
EEG T6,uV,20480,19.18037109375,66.4571138234512,69.16960758192221,-234.35500000000002,338.20062499999995,726.625,0.007373406904634015,0.0,PN05\PN05-4.edf,PN05
EEG Fc2,uV,20480,6.82330322265625,13.026461300766249,14.705310635572166,-34.450625,59.575624999999945,133.75,0.019776356267395868,0.0,PN05\PN05-4.edf,PN05
EEG Fc6,uV,20480,5.867156982421875,20.69300464563266,21.508695272390575,-75.950625,71.77624999999989,247.125,0.013428390058108306,0.0,PN05\PN05-4.edf,PN05
EEG Cp2,uV,20480,3.43333740234375,114.3389085912098,114.39044463392632,-586.52625,460.6543749999996,2874.5,0.010254406953464525,0.0,PN05\PN05-4.edf,PN05
EEG Cp6,uV,20480,0.736749267578125,15.026843068988063,15.044893223392165,-53.776250000000005,55.75,165.5,0.015625762976707848,0.0,PN05\PN05-4.edf,PN05
EEG F10,uV,20480,2.312908935546875,26.475251870846552,26.57608905329933,-93.075625,83.65124999999989,162.75,0.00844767810928268,0.0,PN05\PN05-4.edf,PN05
EKG EKG,uV,20480,33753.675248632695,4546.219864268667,34058.46015081173,22524.276127260295,40321.027017624234,41129.27705806063,0.43161287172225205,0.0,PN05\PN05-4.edf,PN05
SPO2,%,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN05\PN05-4.edf,PN05
HR,bpm,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN05\PN05-4.edf,PN05
1,uV,20480,-9.408563232421875,167.21787809605956,167.48235673361873,-504.15125,836.450625,1212.625,0.002783339030226085,0.0,PN05\PN05-4.edf,PN05
2,uV,20480,-1.80653076171875,70.38845511890707,70.41163375053468,-275.904375,252.00624999999945,1497.125,0.003955271253479174,0.0,PN05\PN05-4.edf,PN05
EEG FP2,uV,20480,0.468084716796875,41.174899470860275,41.17756002651868,-105.77625,215.20062499999995,334.375,0.010498559499975585,0.0,PN05\PN05-4.edf,PN05
EEG P9,uV,20480,9.382958984375,136.09938696127418,136.42244335349338,-605.95375,679.200625,2012.625,0.004394745837199082,0.0,PN05\PN05-4.edf,PN05
EEG P10,uV,20480,8.936517333984375,141.15202264132975,141.43463097063275,-625.8025,706.125,2117.375,0.005371356023243322,0.0,PN05\PN05-4.edf,PN05
MK,uV,20480,8.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,PN05\PN05-4.edf,PN05
EEG Fp1,uV,20480,1.668365478515625,12.796864808278514,12.90516145932548,-48.125,38.575624999999945,67.25,0.03686703452317008,0.0,PN06\PN06-1.edf,PN06
EEG F3,uV,20480,3.986688232421875,10.153250636448467,10.90789537670179,-23.875,32.450624999999945,54.625,0.05176033986034474,0.0,PN06\PN06-1.edf,PN06
EEG C3,uV,20480,0.76458740234375,10.615833846662209,10.643332286260808,-26.375,29.200624999999945,36.5,0.05615508569754383,0.0,PN06\PN06-1.edf,PN06
EEG P3,uV,20480,3.710699462890625,14.956359514746081,15.40980144058425,-38.875,47.5,66.0,0.0365740514673568,0.0,PN06\PN06-1.edf,PN06
EEG O1,uV,20480,9.427508544921874,19.01716968644987,21.225707532325107,-44.25,67.75,84.25,0.02754040724644758,0.0,PN06\PN06-1.edf,PN06
EEG F7,uV,20480,1.16619873046875,17.43976163833698,17.47871006341592,-55.825625,45.075624999999945,72.25,0.03584159382782363,0.0,PN06\PN06-1.edf,PN06
EEG T3,uV,20480,3.741912841796875,16.802422577623222,17.21404415564881,-40.25,55.325624999999945,78.25,0.03110503442550906,0.0,PN06\PN06-1.edf,PN06
EEG T5,uV,20480,4.446173095703125,17.983601526443017,18.525074333422737,-49.0,58.700624999999945,81.25,0.03315591581620196,0.0,PN06\PN06-1.edf,PN06
EEG Fc1,uV,20480,4.824310302734375,5.855200151790763,7.586655304849405,-23.125,18.25,28.75,0.059963865423116366,0.0,PN06\PN06-1.edf,PN06
EEG Fc5,uV,20480,2.90595703125,14.740747734563284,15.024454400792859,-37.25,44.950624999999945,69.375,0.03808779725572538,0.0,PN06\PN06-1.edf,PN06
EEG Cp1,uV,20480,3.35362548828125,11.213104958830483,11.703868024435275,-27.875,42.625,58.0,0.04399628888129303,0.0,PN06\PN06-1.edf,PN06
EEG Cp5,uV,20480,3.37034912109375,14.327862956392256,14.718930331216832,-35.0,48.375,64.625,0.0381854582743298,0.0,PN06\PN06-1.edf,PN06
EEG F9,uV,20480,0.021746826171875,17.149861912484877,17.14987570047515,-59.601875,50.375,79.875,0.02895649201621173,0.0,PN06\PN06-1.edf,PN06
EEG Fz,uV,20480,4.255560302734375,7.547090855464834,8.664200705826799,-27.0,26.875,45.5,0.08037501831144099,0.0,PN06\PN06-1.edf,PN06
EEG Cz,uV,20480,7.111663818359375,19.217997990153155,20.49163753863738,-42.25,57.325624999999945,83.625,0.008203525562771619,0.0,PN06\PN06-1.edf,PN06
EEG Pz,uV,20480,3.111083984375,16.52618610256045,16.816470219826066,-46.125,53.950624999999945,74.875,0.036329898920845746,0.0,PN06\PN06-1.edf,PN06
EEG F4,uV,20480,7.082940673828125,10.974787874834004,13.061930082747047,-29.125,37.825624999999945,47.875,0.04883050930221202,0.0,PN06\PN06-1.edf,PN06
EEG C4,uV,20480,5.13197021484375,9.688011670589788,10.963333818484564,-19.875,34.25,47.625,0.05332291615801553,0.0,PN06\PN06-1.edf,PN06
EEG P4,uV,20480,5.437310791015625,16.248790330977236,17.13439627936025,-36.875,56.325624999999945,75.0,0.023536305483666194,0.0,PN06\PN06-1.edf,PN06
EEG O2,uV,20480,5.946875,19.434747351124756,20.324239884130375,-51.125,63.75,85.75,0.031007373406904633,0.0,PN06\PN06-1.edf,PN06
EEG F8,uV,20480,11.02110595703125,17.873891347899246,20.998589677228736,-28.325625000000002,64.0,88.625,0.0336930514185263,0.0,PN06\PN06-1.edf,PN06
EEG T4,uV,20480,9.56651611328125,15.890262046347626,18.54773998219906,-33.5,56.75,76.125,0.03769715318130768,0.0,PN06\PN06-1.edf,PN06
EEG T6,uV,20480,7.868890380859375,19.86994772122671,21.371341985712167,-49.825625,63.950624999999945,97.875,0.03139801748132233,0.0,PN06\PN06-1.edf,PN06
EEG Fc2,uV,20480,7.026318359375,9.113783210308805,11.50783185886016,-18.0,34.875,53.375,0.025196542799941404,0.0,PN06\PN06-1.edf,PN06
EEG Fc6,uV,20480,8.633868408203124,13.070247937957625,15.664452267789434,-25.0,48.25,65.25,0.03183749206504224,0.0,PN06\PN06-1.edf,PN06
EEG Cp2,uV,20480,4.166961669921875,12.758231138482898,13.421476496330525,-29.25,52.375,74.125,0.029786610674349335,0.0,PN06\PN06-1.edf,PN06
EEG Cp6,uV,20480,2.070489501953125,17.226202526309415,17.350186749863155,-45.875,53.77624999999989,77.75,0.022120220713902045,0.0,PN06\PN06-1.edf,PN06
EEG F10,uV,20480,4.851580810546875,17.122783080224284,17.7968406402283,-41.825625,57.125,91.0,0.02778455979295864,0.0,PN06\PN06-1.edf,PN06
EKG EKG,uV,20480,21382.406258121297,4866.00104950659,21929.09627871482,11788.2755901427,28853.02644388494,29219.02646219579,0.19927730846232727,0.0,PN06\PN06-1.edf,PN06
SPO2,%,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN06\PN06-1.edf,PN06
HR,bpm,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN06\PN06-1.edf,PN06
1,uV,20480,4.63702392578125,79.54850726068182,79.68354283219978,-446.3025,98.95062499999995,548.0,0.0070804238488207435,0.0,PN06\PN06-1.edf,PN06
2,uV,20480,-2.948773193359375,238.54997326693797,238.56819781564073,-1386.851875,329.32562499999995,1591.625,0.0025880169930172373,0.0,PN06\PN06-1.edf,PN06
EEG FP2,uV,20480,4.473223876953125,13.932496005202605,14.63298249805316,-47.651250000000005,47.075624999999945,72.5,0.03525562771619708,0.0,PN06\PN06-1.edf,PN06
EEG P9,uV,20480,8.19136962890625,163.25423227609963,163.45960630215666,-287.575625,288.85187499999984,351.75,0.0001953220372088481,0.0,PN06\PN06-1.edf,PN06
EEG P10,uV,20480,9.495458984375,173.10679299800026,173.36702547882763,-297.950625,306.95062499999995,349.25,0.0002441525465110601,0.0,PN06\PN06-1.edf,PN06
MK,uV,20480,8.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,PN06\PN06-1.edf,PN06
EEG Fp1,uV,20480,-7.193695068359375,92.01954032745017,92.30029821626671,-498.65125,613.8349999999991,754.375,0.014356169734850335,0.0,PN06\PN06-2.edf,PN06
EEG F3,uV,20480,13.2422119140625,31.09994800844439,33.801818627181625,-53.625,126.125,170.25,0.01684652570926315,0.0,PN06\PN06-2.edf,PN06
EEG C3,uV,20480,8.563421630859375,31.376622652888702,32.52421619546947,-97.200625,113.125,129.5,0.021827237658088774,0.0,PN06\PN06-2.edf,PN06
EEG P3,uV,20480,13.908294677734375,27.372373885494046,30.70321665509936,-43.375,113.82562499999995,153.125,0.01767664436740075,0.0,PN06\PN06-2.edf,PN06
EEG O1,uV,20480,12.5451416015625,36.77365327944803,38.85462846715063,-132.726875,118.20062499999995,209.0,0.012256457834855218,0.0,PN06\PN06-2.edf,PN06
EEG F7,uV,20480,20.8611572265625,44.81943885221052,49.43652475506747,-63.855000000000004,192.0,212.625,0.011524000195322038,0.0,PN06\PN06-2.edf,PN06
EEG T3,uV,20480,13.301153564453125,33.85751009795042,36.37652644464529,-63.325625,140.25,170.25,0.012256457834855218,0.0,PN06\PN06-2.edf,PN06
EEG T5,uV,20480,17.56905517578125,35.701979344288226,39.79074049159715,-38.151250000000005,149.57562499999995,211.25,0.01035206797206895,0.0,PN06\PN06-2.edf,PN06
EEG Fc1,uV,20480,14.276953125,30.54867037113222,33.72021132759311,-40.200625,133.47687499999984,153.25,0.03716001757898335,0.0,PN06\PN06-2.edf,PN06
EEG Fc5,uV,20480,12.5683349609375,31.652453510640687,34.05643635105696,-52.575625,121.25,148.375,0.014844474827872454,0.0,PN06\PN06-2.edf,PN06
EEG Cp1,uV,20480,7.366473388671875,23.25197495645814,24.390966966517905,-50.75,93.70062499999995,139.0,0.027149763172029884,0.0,PN06\PN06-2.edf,PN06
EEG Cp5,uV,20480,14.025653076171874,30.81831965942297,33.859825322105635,-46.375,124.125,158.875,0.01352605107671273,0.0,PN06\PN06-2.edf,PN06
EEG F9,uV,20480,9.967193603515625,27.744967914410147,29.480980188955918,-47.825625,114.625,145.375,0.012842423946481761,0.0,PN06\PN06-2.edf,PN06
EEG Fz,uV,20480,8.802838134765626,19.905286591689304,21.76488900785322,-40.125,94.5,128.375,0.035109136188290445,0.0,PN06\PN06-2.edf,PN06
EEG Cz,uV,20480,7.9311279296875,48.61555040640913,49.25824328531394,-89.625,146.20062499999995,168.0,0.040138678646418284,0.0,PN06\PN06-2.edf,PN06
EEG Pz,uV,20480,6.9534912109375,28.040614628500272,28.889913616427595,-54.5,105.625,136.25,0.01928805117437375,0.0,PN06\PN06-2.edf,PN06
EEG F4,uV,20480,15.571099853515625,37.63343499579275,40.72756536095318,-53.700625,149.75,172.125,0.016504712144147664,0.0,PN06\PN06-2.edf,PN06
EEG C4,uV,20480,14.5795654296875,35.90449726849187,38.75173095774793,-34.375,158.07562499999995,175.75,0.02172957663948435,0.0,PN06\PN06-2.edf,PN06
EEG P4,uV,20480,10.97716064453125,27.82192522498545,29.909155438436027,-39.450625,104.125,125.625,0.01958103423018702,0.0,PN06\PN06-2.edf,PN06
EEG O2,uV,20480,9.638555908203125,36.03618301952901,37.30292544308755,-73.125,140.375,185.375,0.01230528834415743,0.0,PN06\PN06-2.edf,PN06
EEG F8,uV,20480,17.291912841796876,51.492036699890804,54.31795369149321,-107.950625,178.7762499999999,209.375,0.009863762879046828,0.0,PN06\PN06-2.edf,PN06
EEG T4,uV,20480,12.184808349609375,35.830979580168496,37.84611805973186,-56.825625,140.95062499999995,170.125,0.010840373065091068,0.0,PN06\PN06-2.edf,PN06
EEG T6,uV,20480,17.01234130859375,39.24514322899919,42.77383573944177,-58.325625,155.57562499999995,206.0,0.011670491723228673,0.0,PN06\PN06-2.edf,PN06
EEG Fc2,uV,20480,14.41417236328125,23.946634610188642,27.95012833731297,-34.450625,103.375,116.125,0.035646271790614775,0.0,PN06\PN06-2.edf,PN06
EEG Fc6,uV,20480,11.393316650390625,37.51675333016701,39.2086016676528,-91.25,120.25,140.0,0.015430440939499,0.0,PN06\PN06-2.edf,PN06
EEG Cp2,uV,20480,13.739752197265625,29.62691357514533,32.65784436289996,-42.0,128.95062499999995,151.375,0.023487474974363983,0.0,PN06\PN06-2.edf,PN06
EEG Cp6,uV,20480,5.895843505859375,47.67325552727155,48.03644723763521,-174.575625,138.22687499999984,205.875,0.015137457883685727,0.0,PN06\PN06-2.edf,PN06
EEG F10,uV,20480,14.41690673828125,33.50698190094779,36.476910998750185,-46.776250000000005,123.57562499999995,156.875,0.012109966306948581,0.0,PN06\PN06-2.edf,PN06
EKG EKG,uV,20480,23516.88289078717,13429.53049197733,27081.286345628916,6923.525346761337,55427.75402340742,56135.27780880453,0.4125201425850872,0.0,PN06\PN06-2.edf,PN06
SPO2,%,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN06\PN06-2.edf,PN06
HR,bpm,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN06\PN06-2.edf,PN06
1,uV,20480,29.495196533203124,200.88563873994883,203.03942097654215,-531.029375,1076.450625,1225.75,0.0046388983837101425,0.0,PN06\PN06-2.edf,PN06
2,uV,20480,35.84995727539062,409.36563620817265,410.93240751341244,-1698.679375,2272.575625,2674.0,0.004052932272083598,0.0,PN06\PN06-2.edf,PN06
EEG FP2,uV,20480,-6.609832763671875,90.65067510537722,90.89133504479052,-337.726875,379.8056249999995,1180.0,0.011279847648810976,0.0,PN06\PN06-2.edf,PN06
EEG P9,uV,20480,10.838482666015626,116.73541619951763,117.23749443661838,-257.575625,274.4012499999999,390.625,0.0028810000488305094,0.0,PN06\PN06-2.edf,PN06
EEG P10,uV,20480,7.770233154296875,122.41271652788932,122.65907912180623,-271.02625,284.85187499999984,384.875,0.0033693051418526294,0.0,PN06\PN06-2.edf,PN06
MK,uV,20480,8.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,PN06\PN06-2.edf,PN06
EEG Fp1,uV,20480,15.500311279296875,84.79087194614598,86.19600695590732,-67.17750000000001,559.6774999999998,625.125,0.025245373309243615,0.0,PN06\PN06-3.edf,PN06
EEG F3,uV,20480,5.44044189453125,18.669007826413754,19.445571764041002,-47.825625,64.875,175.625,0.023780458030177254,0.0,PN06\PN06-3.edf,PN06
EEG C3,uV,20480,0.720513916015625,13.631664568819119,13.650692994129297,-44.575625,33.5,151.0,0.032960593778993116,0.0,PN06\PN06-3.edf,PN06
EEG P3,uV,20480,7.6817626953125,15.84755483486268,17.611203035314603,-34.125,50.351874999999836,74.375,0.02387811904878168,0.0,PN06\PN06-3.edf,PN06
EEG O1,uV,20480,27.57021484375,54.50186368214292,61.07839136190001,-210.200625,150.9012499999999,229.25,0.018164949460422873,0.0,PN06\PN06-3.edf,PN06
EEG F7,uV,20480,9.785546875,24.650602739559613,26.521861606350456,-66.625,69.125,309.25,0.01860442404414278,0.0,PN06\PN06-3.edf,PN06
EEG T3,uV,20480,4.710736083984375,20.565721667771275,21.098339796514544,-65.950625,55.5,124.5,0.021436593583671077,0.0,PN06\PN06-3.edf,PN06
EEG T5,uV,20480,7.83819580078125,21.910387297748656,23.27020380118598,-67.075625,64.32562499999995,100.5,0.018262610479027296,0.0,PN06\PN06-3.edf,PN06
EEG Fc1,uV,20480,5.3496337890625,12.43825118894642,13.53989196103153,-20.325625000000002,52.0,62.25,0.03706235656037892,0.0,PN06\PN06-3.edf,PN06
EEG Fc5,uV,20480,9.562518310546874,28.92844626585739,30.467962842896842,-51.625,119.82562499999995,196.75,0.021924898676693196,0.0,PN06\PN06-3.edf,PN06
EEG Cp1,uV,20480,7.202777099609375,17.334635311091155,18.77150977719122,-39.375,55.200624999999945,93.625,0.015186288392987938,0.0,PN06\PN06-3.edf,PN06
EEG Cp5,uV,20480,6.527044677734375,21.551374867214232,22.51808319756222,-57.575625,53.450624999999945,101.125,0.02172957663948435,0.0,PN06\PN06-3.edf,PN06
EEG F9,uV,20480,1.496337890625,19.894433544075554,19.950626885452962,-66.375,52.625,298.625,0.017823135895307388,0.0,PN06\PN06-3.edf,PN06
EEG Fz,uV,20480,6.0099365234375,9.25744422505235,11.037192151797626,-24.25,37.0,62.25,0.04087113628595146,0.0,PN06\PN06-3.edf,PN06
EEG Cz,uV,20480,10.839569091796875,18.482327151159087,21.426448026173414,-66.625,52.0,79.75,0.04380096684408418,0.0,PN06\PN06-3.edf,PN06
EEG Pz,uV,20480,9.549169921875,25.83973336936805,27.547748851709734,-57.625,133.4012499999999,184.875,0.015088627374383514,0.0,PN06\PN06-3.edf,PN06
EEG F4,uV,20480,7.378558349609375,16.466175908163603,18.04378209681046,-41.575625,64.45062499999995,167.875,0.027882220811563066,0.0,PN06\PN06-3.edf,PN06
EEG C4,uV,20480,9.325421142578126,24.60270949487855,26.310773344313354,-58.0,96.57562499999995,119.5,0.03110503442550906,0.0,PN06\PN06-3.edf,PN06
EEG P4,uV,20480,3.714495849609375,17.633835909073976,18.020811532362025,-46.375,47.200624999999945,61.5,0.024317593632501588,0.0,PN06\PN06-3.edf,PN06
EEG O2,uV,20480,12.773529052734375,30.034213143855503,32.63766234937165,-52.125,141.625,176.25,0.02080179696274232,0.0,PN06\PN06-3.edf,PN06
EEG F8,uV,20480,12.36243896484375,26.247693746274695,29.013295644543984,-62.200625,105.5,194.125,0.022120220713902045,0.0,PN06\PN06-3.edf,PN06
EEG T4,uV,20480,9.9267578125,20.51052007331051,22.78644233630391,-76.0,65.5,188.0,0.02319449191855071,0.0,PN06\PN06-3.edf,PN06
EEG T6,uV,20480,12.2967529296875,24.250300847662487,27.18983677435225,-64.27625,89.82562499999995,121.75,0.01958103423018702,0.0,PN06\PN06-3.edf,PN06
EEG Fc2,uV,20480,8.15804443359375,9.065063483556873,12.195452633724024,-16.575625000000002,29.325624999999945,58.0,0.0426290346208311,0.0,PN06\PN06-3.edf,PN06
EEG Fc6,uV,20480,10.94439697265625,20.453061132626377,23.197144970664795,-89.878125,66.35187499999984,302.75,0.026807949606914402,0.0,PN06\PN06-3.edf,PN06
EEG Cp2,uV,20480,10.11949462890625,19.229109375221437,21.72930783317065,-40.825625,86.02624999999989,101.75,0.03217930563015772,0.0,PN06\PN06-3.edf,PN06
EEG Cp6,uV,20480,-5.1455810546875,63.96394384389317,64.17057827739343,-308.075625,100.5,326.75,0.025440695346452463,0.0,PN06\PN06-3.edf,PN06
EEG F10,uV,20480,7.727191162109375,23.199774969702904,24.4527921084819,-60.75,79.57562499999995,285.0,0.019727525758093657,0.0,PN06\PN06-3.edf,PN06
EKG EKG,uV,20480,35492.03087759408,13193.776123389258,37865.02323002335,21182.27606012061,62647.02813458466,62769.0281406882,0.509204551003467,0.0,PN06\PN06-3.edf,PN06
SPO2,%,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN06\PN06-3.edf,PN06
HR,bpm,20480,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,PN06\PN06-3.edf,PN06
1,uV,20480,-45.7773193359375,224.61562021506043,229.23293788236597,-964.0525,514.325625,1220.25,0.010449728990673373,0.0,PN06\PN06-3.edf,PN06
2,uV,20480,91.41385498046876,544.0755301558216,551.7016180842037,-1468.075625,3754.2549999999974,4084.375,0.007373406904634015,0.0,PN06\PN06-3.edf,PN06
EEG FP2,uV,20480,37.32191162109375,159.41448891313192,163.7250877614295,-463.284375,877.2737499999957,2576.125,0.02129010205576444,0.0,PN06\PN06-3.edf,PN06
EEG P9,uV,20480,14.797332763671875,166.07195928041907,166.7298914896666,-447.160625,513.3024999999998,648.875,0.0010742712046486645,0.0,PN06\PN06-3.edf,PN06
EEG P10,uV,20480,11.75823974609375,171.91815119943183,172.31978097060514,-470.409375,526.2299999999996,663.125,0.0006347966209287563,0.0,PN06\PN06-3.edf,PN06
MK,uV,20480,8.0,0.0,8.0,8.0,8.0,8.0,1.0,0.0,PN06\PN06-3.edf,PN06
EEG Fp1,uV,20480,1.22191162109375,21.981663464577096,22.015598939835535,-57.5,97.15437499999962,150.625,0.012695932418575126,0.0,PN06\PN06-4.edf,PN06
EEG F3,uV,20480,3.86876220703125,19.492624717193152,19.872839238012336,-61.776250000000005,80.07562499999995,296.75,0.010596220518580009,0.0,PN06\PN06-4.edf,PN06
EEG C3,uV,20480,4.212744140625,22.684919608368666,23.0727716330856,-58.575625,97.45062499999995,404.125,0.01577225450461448,0.0,PN06\PN06-4.edf,PN06
EEG P3,uV,20480,4.52130126953125,16.632737715706654,17.236302651362195,-49.5,48.575624999999945,110.125,0.014453830753454758,0.0,PN06\PN06-4.edf,PN06
